Usename,Time,Like_count,Floor_number,Sourse,Comments
小困气泡苏打,Fri Apr 03 01:51:34 +0800 2020,0,291,,"""行云流水之中带点幽默风趣的主持风格 最后那转身直接笑到裂开了哈哈哈哈哈蔡学长实在是太好玩儿了"""
林七秒啊,Fri Apr 03 01:47:02 +0800 2020,0,276,,"""晚睡福利，宝贝好可爱啊！"""
ICCCYT,Fri Apr 03 01:41:21 +0800 2020,0,260,,"""好大一只在台上扭来扭去哈哈哈哈哈哈哈"""
月亮先生的小星星,Fri Apr 03 01:40:45 +0800 2020,0,258,,"""啊啊啊啊啊啊啊"""
臭屁男孩_,Fri Apr 03 01:39:52 +0800 2020,0,253,,"""甜甜甜甜甜甜甜甜"""
葵嘉麟,Fri Apr 03 01:39:27 +0800 2020,0,251,,"""我昏倒"""
困困的粉粉哒,Fri Apr 03 01:39:20 +0800 2020,0,249,,"""好甜啊啊啊前面是在扭秧歌吗"""
GPA上四就看菜菜现场,Fri Apr 03 01:39:19 +0800 2020,0,248,,"""小甜甜惹"""
葵酒困人,Fri Apr 03 01:38:47 +0800 2020,0,241,,"""妈咪的甜心小宝贝！"""
Kuslovean_K幼恩,Fri Apr 03 01:38:23 +0800 2020,0,236,,"""好可爱好可爱"""
殊不知是猫,Fri Apr 03 01:35:33 +0800 2020,0,225,,"""好想你呀 宝贝 晚安"""
KUN家小舟舟,Fri Apr 03 01:34:12 +0800 2020,0,218,,"""开心的少爷"""
奎葵的卡卡,Fri Apr 03 01:32:43 +0800 2020,0,212,,"""太甜了吧呜呜"""
二马吉吉z,Fri Apr 03 01:30:08 +0800 2020,0,200,,"""晚睡福利"""
一米八四·,Fri Apr 03 01:28:29 +0800 2020,0,190,,"""甜死我了啦！！！怎么这么可爱啊小困困也会扭秧歌嘿嘿！"""
我没烟花绚丽,Fri Apr 03 01:27:40 +0800 2020,0,185,,"""最好的蔡徐坤"""
坤坤台下蔷薇妹妹,Fri Apr 03 01:27:30 +0800 2020,0,182,,"""太可爱了"""
Lisasasaikun,Fri Apr 03 01:25:19 +0800 2020,0,153,,"""小表情真可爱"""
Kilig奶包坤,Fri Apr 03 01:24:23 +0800 2020,0,146,,"""我的宝贝是全天下最可爱的崽！"""
没有意外,Fri Apr 03 01:23:25 +0800 2020,0,140,,"""好甜啊...怎么会有人笑得那么可爱 眼睛都眯起来了 我晕倒🤧"""
居居KUN,Fri Apr 03 01:23:21 +0800 2020,0,139,,"""啊啊啊啊啊啊啊啊啊好可爱"""
奈河明月,Fri Apr 03 01:23:16 +0800 2020,0,138,,"""我们PD就是坠可爱的"""
A的标准,Fri Apr 03 01:23:05 +0800 2020,0,135,,"""好甜啊 小甜豆"""
倚梦而眠K,Fri Apr 03 01:22:48 +0800 2020,0,132,,"""饭拍诶，好可爱"""
Dec_藤原菜梓,Fri Apr 03 01:21:48 +0800 2020,0,122,,"""啊啊啊我的小甜豆"""
猪光宝气核桃包,Fri Apr 03 01:21:48 +0800 2020,0,123,,"""啊啊啊啊啊啊啊啊啊啊啊"""
人类幼崽小困困,Fri Apr 03 01:19:43 +0800 2020,0,104,,"""我晕了"""
人类幼崽小困困,Fri Apr 03 01:19:24 +0800 2020,0,101,,"""好甜好甜好甜好可爱啊"""
都听我们小葵哥的,Fri Apr 03 01:17:57 +0800 2020,0,91,,"""晚睡果然有好东西(✪▽✪)"""
养猫的小困,Fri Apr 03 01:16:07 +0800 2020,0,75,,"""我晕 好甜啊好甜啊好甜啊"""
鱼鱼泡菜,Fri Apr 03 01:13:51 +0800 2020,0,70,,"""蔡徐坤笑了"""
咕叽娃娃菜,Fri Apr 03 01:13:44 +0800 2020,0,69,,"""他笑的好开心啊"""
坤坤的小猫咪吖,Fri Apr 03 01:13:20 +0800 2020,0,65,,"""晚睡福利嘛"""
