,Usename,Time,Like_count,Comments,blogger,sentiments,weight,isFan
10408,Super淮念,Sun Mar 15 23:05:58 +0800 2020,0.0,"""今日份🉑 甜葵葵""",xlzy,0.959779446539446,0.0,False
10409,Jessica张哈哈,Sun Mar 15 23:05:35 +0800 2020,0.0,"""大厂工友一出手，热搜必须搞到手! 哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9927358286677601,0.0,False
10410,Ashima2010,Sun Mar 15 23:05:17 +0800 2020,0.0,"""蔡老师""",xlzy,0.9702953121813691,0.0,False
10411,菜根谭若木坤,Sun Mar 15 23:04:46 +0800 2020,0.0,"""采访码住""",xlzy,0.4109952446124282,0.0,True
10412,摸葵奎的jiojio,Sun Mar 15 23:04:46 +0800 2020,0.0,"""哈哈哈哈哈哈，蔡代表也太有梗了吧，超可爱，蔡徐坤冲呀！""",xlzy,0.9993483673151733,0.0,True
10413,小葵泡菜·,Sun Mar 15 23:04:04 +0800 2020,0.0,"""@timothee12138 好可爱啊啊啊啊啊啊啊啊我化了""",xlzy,0.9968177328831483,0.0,True
10414,陪奎走花路,Sun Mar 15 22:46:45 +0800 2020,0.0,"""真的可可爱爱""",xlzy,0.9201608915377406,0.0,False
10415,戚戚怪怪滴,Sun Mar 15 22:46:11 +0800 2020,0.0,"""好喜欢他的每一个采访[嘿哈]""",xlzy,0.8166823676887135,0.0,False
10416,小澈ll,Sun Mar 15 22:45:57 +0800 2020,0.0,"""5G的蔡PD 可可爱爱!!!!!!""",xlzy,0.973831954223998,0.0,False
10417,小哲哲49950,Sun Mar 15 22:26:57 +0800 2020,0.0,"""转发微博""",xlzy,0.6438907129142762,0.0,False
10418,1314最爱不过小葵花,Sun Mar 15 22:31:50 +0800 2020,0.0,"""温柔可爱的PD，但是在该严格的时候还是很严格的""",xlzy,0.9733984895851431,0.0,True
10419,杀手思小,Sun Mar 15 22:31:46 +0800 2020,0.0,"""#青2青春制作人代表蔡徐坤# 一本正经的搞笑""",xlzy,0.9962435049553054,0.0,False
10420,·春天对樱桃树做的事·,Sun Mar 15 22:31:20 +0800 2020,0.0,"""哈哈哈""",xlzy,0.8684210526315791,0.0,False
10421,一只喵萌妮子,Sun Mar 15 22:31:08 +0800 2020,0.0,"""#蔡徐坤点评# 凌厉又有温度 温柔又不失原则#青2青春制作人代表蔡徐坤#""",xlzy,0.9999624990889417,0.0,False
10422,葵葵葵麻,Sun Mar 15 22:30:30 +0800 2020,0.0,"""哈哈哈""",xlzy,0.8684210526315791,0.0,True
10423,最真的是无__言,Sun Mar 15 22:29:58 +0800 2020,0.0,"""新采访""",xlzy,0.7114413213686993,0.0,False
10424,K先生家的玫瑰小姐,Sun Mar 15 22:29:43 +0800 2020,0.0,"""截图 我会了 现在会了哈哈哈哈哈""",xlzy,0.9410497852346771,0.0,False
10425,Melody100200,Sun Mar 15 22:28:23 +0800 2020,0.0,"""蔡徐坤冲鸭""",xlzy,0.6346191731675036,0.0,False
10426,CaiXuKkun,Sun Mar 15 22:28:16 +0800 2020,0.0,"""蔡PD我来了""",xlzy,0.8182313426953005,0.0,False
10427,蒸汽奶葵KUN,Sun Mar 15 22:27:48 +0800 2020,0.0,"""蔡徐坤冲呀""",xlzy,0.8182313426953005,0.0,True
10428,葵悸,Sun Mar 15 22:27:25 +0800 2020,0.0,"""温柔的坤学长""",xlzy,0.9336435444430916,0.0,False
10429,没人岛有小猪吗,Sun Mar 15 22:27:04 +0800 2020,0.0,"""知道了 知道你5G冲浪了""",xlzy,0.6310738306614397,0.0,False
10430,名字随便起的别问了,Sun Mar 15 22:27:02 +0800 2020,0.0,"""我好期待女团舞""",xlzy,0.894665536069323,0.0,False
10431,搞定猪妹,Sun Mar 15 22:26:58 +0800 2020,0.0,"""好可爱!""",xlzy,0.4207825347731121,0.0,False
10432,年糕炒菜饼,Sun Mar 15 22:26:48 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈""",xlzy,0.9751349273004098,0.0,False
10433,迷猫系甜葵c,Sun Mar 15 22:32:01 +0800 2020,0.0,"""蔡代表~""",xlzy,0.8527152302963404,0.0,True
10434,逮到一只心情猫,Sun Mar 15 22:26:14 +0800 2020,0.0,"""蔡徐坤""",xlzy,0.8182313426953005,0.0,False
10435,喂喂喂是小猫咪呀,Sun Mar 15 22:39:59 +0800 2020,0.0,"""蔡徐坤真的好温柔我要说几遍""",xlzy,0.9877634606395196,0.0,False
10436,IKun我家的坤,Sun Mar 15 22:37:13 +0800 2020,0.0,"""哈哈哈哈哈真的好可爱""",xlzy,0.9838839129328372,0.0,True
10437,菜林有点困,Mon Mar 16 00:28:14 +0800 2020,0.0,"""笑晕了啊""",xlzy,0.3413133210628644,0.0,False
10438,婷雨宸愿0802,Mon Mar 16 00:44:59 +0800 2020,0.0,"""看你@蔡徐坤 采访，就跟看综艺似的，好有梗呀，一直在笑！！！""",xlzy,0.9575412060629274,0.0,True
10439,守护我葵崽,Mon Mar 16 00:10:10 +0800 2020,0.0,"""放飞自己了终于像个年轻人的样子了""",xlzy,0.9715064010732317,0.0,False
10440,长白长白雪悠悠,Mon Mar 16 00:05:25 +0800 2020,0.0,"""来啦啦啦""",xlzy,0.5262327818078083,0.0,False
10441,Kitagawakeiko_,Mon Mar 16 00:05:12 +0800 2020,0.0,"""啊啊啊啊啊啊来了""",xlzy,0.9563024306917736,0.0,False
10442,香芋泡菜·,Mon Mar 16 00:05:08 +0800 2020,0.0,"""新采访""",xlzy,0.7114413213686993,0.0,False
10443,e3mpty,Mon Mar 16 00:04:21 +0800 2020,0.0,"""小蔡PD真的放开许多了！阳光温柔的大男孩好爱！""",xlzy,0.9997493212138194,0.0,False
10444,CXK的小桃仁,Mon Mar 16 00:03:18 +0800 2020,0.0,"""转发微博""",xlzy,0.6438907129142762,0.0,True
10445,甜坤酱酱鸭,Sun Mar 15 23:59:47 +0800 2020,0.0,"""哈哈哈""",xlzy,0.8684210526315791,0.0,True
10446,kunforeverlove,Sun Mar 15 23:59:44 +0800 2020,0.0,"""哈哈哈严格又调皮的蔡学长@蔡徐坤""",xlzy,0.9957808020007448,0.0,False
10447,kunforeverlove,Sun Mar 15 23:59:26 +0800 2020,0.0,"""哈哈哈蔡徐坤真的很有梗""",xlzy,0.9844245289219427,0.0,False
10448,瞅妮咋滴,Sun Mar 15 23:59:26 +0800 2020,0.0,"""哈哈哈哈 蔡徐坤你是要可爱死我吗""",xlzy,0.9768515452168949,0.0,False
10449,三三号张同学,Sun Mar 15 23:59:20 +0800 2020,0.0,"""造句一套一套的哈哈哈  #青2青春制作人代表蔡徐坤#""",xlzy,0.9998735014509229,0.0,False
10450,CCCCCL糖宝,Mon Mar 16 00:26:29 +0800 2020,0.0,"""想看女团舞！！！作为舞台粉真的会把每个舞台看几十遍都不止@蔡徐坤 """,xlzy,0.9965720453039477,0.0,False
10451,芹菜炒午肉,Mon Mar 16 00:27:38 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈太可爱""",xlzy,0.9976189557920844,0.0,False
10452,Cytop,Mon Mar 16 00:27:45 +0800 2020,0.0,"""5G蔡徐坤：我去 无语 好给力哦 886 dbq我先笑为敬了哈哈哈哈哈哈""",xlzy,0.995910015075835,0.0,False
10453,几勺小奶酪,Mon Mar 16 00:58:39 +0800 2020,0.0,"""他真的好可爱""",xlzy,0.9113028775856201,0.0,False
10454,南风知我意慕葵奎,Sun Mar 15 22:36:59 +0800 2020,0.0,""": 有个小细节就是他和JonyJ导师说话很自然的提到了导师的歌 被别人知道有人听了自己的歌是会很暖心的 而且也可以看出来这个人有了解自己""",xlzy,0.9999948567193275,0.0,True
10455,爱坤直到地老天荒,Mon Mar 16 00:57:52 +0800 2020,0.0,"""复古潮流范，蔡代表现在是个会截屏有5G超快网速滴人""",xlzy,0.99857516301825,0.0,True
10456,八月困季__KUN,Mon Mar 16 00:57:19 +0800 2020,0.0,"""我不知道我不知道哈哈哈哈哈所以是不是有啊""",xlzy,0.4918750101325773,0.0,True
10457,天天吃菜的肉丸,Mon Mar 16 00:57:15 +0800 2020,0.0,"""来晚了""",xlzy,0.38087520259319263,0.0,False
10458,小困真的很小也很困,Mon Mar 16 00:55:46 +0800 2020,0.0,"""土到极致就是潮，蔡徐坤你潮（tu）到我了""",xlzy,0.39506503594366216,0.0,True
10459,玫瑰的信徒I__Kun,Mon Mar 16 00:55:27 +0800 2020,0.0,"""好帅好可爱呀~认真专业又幽默风趣的蔡徐坤！@蔡徐坤 #青2青春制作人代表蔡徐坤#""",xlzy,0.9999791826588706,0.0,False
10460,恰似骄阳遇见他,Mon Mar 16 00:54:21 +0800 2020,0.0,"""冲啊 坤子！""",xlzy,0.4191182462934423,0.0,False
10461,小鱼儿与蔡徐坤,Mon Mar 16 00:54:08 +0800 2020,0.0,"""可爱宝宝""",xlzy,0.9167566283590549,0.0,True
10462,大奎小葵都是我的坤宝,Mon Mar 16 00:53:36 +0800 2020,0.0,"""哈哈哈哈  好搞笑好可爱一男的""",xlzy,0.9808535615690592,0.0,True
10463,买蔡路上捡只葵,Mon Mar 16 00:51:12 +0800 2020,0.0,"""蔡pd真的超有梗诶""",xlzy,0.6797391196916066,0.0,False
10464,番茄爱kunkun,Mon Mar 16 00:50:18 +0800 2020,0.0,"""#青2青春制作人代表蔡徐坤# @蔡徐坤""",xlzy,0.9998165215475864,0.0,False
10465,小葵喜欢菜团子,Mon Mar 16 00:47:17 +0800 2020,0.0,"""穷养儿子富养女儿嘛@蔡徐坤""",xlzy,0.9979918721116058,0.0,True
10466,猪猪菜包,Mon Mar 16 00:46:34 +0800 2020,0.0,"""转发微博""",xlzy,0.6438907129142762,0.0,False
10467,右脸丶疤痕,Mon Mar 16 00:45:55 +0800 2020,0.0,"""哈哈哈哈哈蔡""",xlzy,0.9674372004773198,0.0,False
10468,七味冰冰90437,Mon Mar 16 00:43:18 +0800 2020,0.0,"""蔡徐坤冲鸭""",xlzy,0.6346191731675036,0.0,False
10469,夏日观星,Mon Mar 16 00:10:17 +0800 2020,0.0,"""哈哈哈哈蔡pd棒棒哒""",xlzy,0.9559085894367552,0.0,False
10470,kun的眼泪,Mon Mar 16 00:12:58 +0800 2020,0.0,"""好可爱""",xlzy,0.8789676580241895,0.0,False
10471,AncChen,Mon Mar 16 00:13:07 +0800 2020,0.0,"""哈哈哈蔡徐坤冲呀热搜能安排上吗""",xlzy,0.8529882861708421,0.0,False
10472,第一次追星小学鸡,Mon Mar 16 00:15:36 +0800 2020,0.0,"""哈哈哈。他自己真2g吧""",xlzy,0.858052143352291,0.0,False
10473,林曦爱酒啊,Sun Mar 15 22:36:15 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈他真的好有梗""",xlzy,0.9999999553860874,0.0,False
10474,追坤女孩的小小号,Sun Mar 15 22:36:14 +0800 2020,0.0,"""冲呀""",xlzy,0.5262327818078083,0.0,True
10475,有点困82号,Sun Mar 15 22:35:10 +0800 2020,0.0,"""蔡徐坤冲呀""",xlzy,0.8182313426953005,0.0,True
10476,江水滔滔向东_xcc,Sun Mar 15 22:34:36 +0800 2020,0.0,"""坤坤好帅啊""",xlzy,0.44767845850986676,0.0,False
10477,蔡苗苗-,Sun Mar 15 22:34:34 +0800 2020,0.0,"""蔡徐坤冲鸭！！""",xlzy,0.609939366440313,0.0,False
10478,一只爱坤的ikun呐,Sun Mar 15 22:34:24 +0800 2020,0.0,"""来看新采访啦""",xlzy,0.7597107963939324,0.0,True
10479,蓝蓝的小懒a,Sun Mar 15 22:33:19 +0800 2020,0.0,"""大厂工友一出手。热搜必须搞到手！哈哈哈哈你是5G小坤坤！""",xlzy,0.7177475329827107,0.0,False
10480,我看你是乞丐,Sun Mar 15 22:33:17 +0800 2020,0.0,"""有趣的老灵魂""",xlzy,0.9697089327680176,0.0,False
10481,幸运的HP,Sun Mar 15 22:32:56 +0800 2020,0.0,"""""",xlzy,0.5,0.0,False
10482,来自0802星球的蔡小葵,Sun Mar 15 23:16:38 +0800 2020,0.0,"""好可爱啊啊啊啊啊""",xlzy,0.9814736250250236,0.0,True
10483,希希冬冬好运气,Sun Mar 15 23:16:39 +0800 2020,0.0,"""这么尽心尽力的蔡PD，真的太憨了，真是青二前世修到的福""",xlzy,0.9059277227620957,0.0,False
10484,葵奎的崽,Mon Mar 16 00:59:38 +0800 2020,0.0,"""哈哈哈嗝猪咪好可爱""",xlzy,0.9871005155756533,0.0,True
10485,香菜的贝贝,Mon Mar 16 00:20:15 +0800 2020,0.0,"""蔡徐坤""",xlzy,0.8182313426953005,0.0,False
10486,Lru如,Mon Mar 16 00:16:47 +0800 2020,0.0,"""采访，我竟然才看到！""",xlzy,0.16010376750961208,0.0,False
10487,爱困小怡,Mon Mar 16 00:17:03 +0800 2020,0.0,"""啊啊啊啊啊蔡pd冲呀！！！""",xlzy,0.9672816055434996,0.0,True
10488,WJiuk,Mon Mar 16 00:18:42 +0800 2020,0.0,"""现在会截图了 好棒好棒""",xlzy,0.9764599681488954,0.0,False
10489,少吃一点呐,Mon Mar 16 00:19:43 +0800 2020,0.0,"""窝来了窝来了""",xlzy,0.8437938897592069,0.0,False
10490,III3IKUN,Mon Mar 16 00:19:57 +0800 2020,0.0,"""蔡代表太可爱了叭！冲鸭！！！！哈哈哈哈哈哈哈@蔡徐坤""",xlzy,0.9985607174534603,0.0,True
10491,FortBoyard丨逃逸,Mon Mar 16 00:20:10 +0800 2020,0.0,"""""",xlzy,0.5,0.0,False
10492,你若盛开清风自来kun,Mon Mar 16 00:23:37 +0800 2020,0.0,"""蔡pd越来越可爱了！""",xlzy,0.9521361011277013,0.0,False
10493,亂杺37861,Sun Mar 15 23:16:50 +0800 2020,0.0,"""已阅""",xlzy,0.5212941415212892,0.0,False
10494,砌砖筑墙头,Mon Mar 16 00:23:49 +0800 2020,0.0,"""我还是之前的内个我啦~【怎么这么可爱的语气】""",xlzy,0.662485369470976,0.0,False
10495,慢慢来吧慢慢约会吧cxk,Mon Mar 16 00:24:19 +0800 2020,0.0,"""#蔡徐坤冲鸭#""",xlzy,0.5846834986939814,0.0,False
10496,kun的二月吖啊,Mon Mar 16 00:24:57 +0800 2020,0.0,"""蔡PD！""",xlzy,0.8182313426953005,0.0,False
10497,蔡那个白啊KKK,Mon Mar 16 00:25:00 +0800 2020,0.0,"""@0809彤""",xlzy,0.8182313426953005,0.0,False
10498,咪紫樱姓嫣,Mon Mar 16 00:25:31 +0800 2020,0.0,"""新的新的""",xlzy,0.7500513772402163,0.0,False
10499,石衣公主,Mon Mar 16 00:26:26 +0800 2020,0.0,"""哈哈哈哈蔡徐坤你太搞笑啦""",xlzy,0.8813671770302169,0.0,False
10500,CRAIY,Mon Mar 16 00:16:37 +0800 2020,0.0,"""dream一个女团舞""",xlzy,0.5979918574557495,0.0,False
10501,大奎家的小花老师,Mon Mar 16 00:16:14 +0800 2020,0.0,"""5G提速可还行 哈哈哈哈哈哈#蔡徐坤#""",xlzy,0.9877081636418542,0.0,False
10502,JESSIE_WINK,Thu Mar 12 16:56:10 +0800 2020,0.0,"""文字版嘛高冷我要高冷""",wyyl,0.6403669677509651,0.0,False
10503,ikun恶魔小v脸,Sun Mar 15 13:52:56 +0800 2020,0.0,"""后面真的有笑到，太逗了他，蔡有梗@蔡徐坤""",xlzy,0.9407206895830348,0.0,False
10504,葵奎loveforever,Thu Mar 12 16:42:19 +0800 2020,0.0,"""咋现在才看到文字版，我来看看蔡PD""",wyyl,0.8806426845348377,0.0,True
10505,偏爱大白蔡,Sun Mar 15 16:01:28 +0800 2020,0.0,"""蔡徐坤冲呀""",xlzy,0.8182313426953005,0.0,False
10506,SplashedCrush,Sun Mar 15 16:04:59 +0800 2020,0.0,"""哇哇哇""",xlzy,0.5,0.0,False
10507,AddictedToKun0802_蔡徐坤,Sun Mar 15 15:59:30 +0800 2020,0.0,"""啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊新采访新鲜菜菜涐来了""",xlzy,0.9971304929801311,0.0,True
10508,阿啾揪菜叶子,Sun Mar 15 16:01:13 +0800 2020,0.0,"""来啦""",xlzy,0.5262327818078083,0.0,False
10509,蔡蔡家的小妤,Sun Mar 15 16:02:15 +0800 2020,0.0,"""猪猪:我很严厉的 我信你个鬼无语""",xlzy,0.4068687550017219,0.0,True
10510,菜菜葵子,Sun Mar 15 16:02:10 +0800 2020,0.0,"""哈哈哈 好可爱😊""",xlzy,0.9749058174832126,0.0,True
10511,才子_蔡包饭,Sun Mar 15 16:02:05 +0800 2020,0.0,"""冲鸭""",xlzy,0.29999999999999993,0.0,False
10512,困啊困-,Sun Mar 15 16:02:01 +0800 2020,0.0,"""哈哈哈哈蔡代表好可爱哦""",xlzy,0.9960132734857672,0.0,False
10513,茉茉的菜菜,Sun Mar 15 16:02:01 +0800 2020,0.0,"""蔡徐坤私下太可爱了吧""",xlzy,0.6456029669180713,0.0,True
10514,蔡蔡家的小妤,Sun Mar 15 16:01:55 +0800 2020,0.0,"""哈哈哈哈哈""",xlzy,0.8684210526315791,0.0,True
10515,李宇霖Smile双子IKUN,Sun Mar 15 16:01:42 +0800 2020,0.0,"""我来看蔡PD了@蔡徐坤""",xlzy,0.990593502683511,0.0,True
10516,小葵想呼呼,Sun Mar 15 16:01:39 +0800 2020,0.0,"""蔡代表""",xlzy,0.8654233973777261,0.0,True
10517,是KUN的小懒猪啊,Sun Mar 15 16:01:38 +0800 2020,0.0,"""我来啦蔡徐坤""",xlzy,0.8182313426953005,0.0,True
10518,KUN_太阳,Sun Mar 15 16:01:34 +0800 2020,0.0,"""哈哈哈哈，搞笑""",xlzy,0.7952975547922444,0.0,True
10519,小葵大葵Kun-,Sun Mar 15 16:01:31 +0800 2020,0.0,"""蔡pd的5g要提速一下哈哈哈哈哈哈""",xlzy,0.9922972047575056,0.0,True
10520,超级宝贝蔡奎奎,Sun Mar 15 16:01:23 +0800 2020,0.0,"""会抛梗能接梗哈哈哈哈哈""",xlzy,0.8567360954486098,0.0,False
10521,你的甜心·K,Sun Mar 15 16:07:13 +0800 2020,0.0,"""哈哈哈哈哈哈蔡徐坤你怎么这么可爱。暖心又专业的蔡PD我要给你投票！！""",xlzy,0.999943828814919,0.0,False
10522,知鸥-August,Sun Mar 15 16:00:41 +0800 2020,0.0,"""哈哈哈哈哈哈，看到你好开心啊""",xlzy,0.9904827989798048,0.0,False
10523,爱坤不是三两天-KUN,Sun Mar 15 16:02:28 +0800 2020,0.0,"""蔡徐坤的新采访，我来康康""",xlzy,0.8999572529776946,0.0,True
10524,倦理桜歌·,Sun Mar 15 16:00:41 +0800 2020,0.0,"""蔡pd可可爱爱""",xlzy,0.9786840834707319,0.0,False
10525,璇璇只会喜欢你鸭,Sun Mar 15 16:00:40 +0800 2020,0.0,"""笑死我了坤你好搞笑""",xlzy,0.34314061216049896,0.0,False
10526,紫苏菜菜htg,Sun Mar 15 16:00:39 +0800 2020,0.0,"""蔡徐坤""",xlzy,0.8182313426953005,0.0,True
10527,钟郁的绝美爱情啊,Sun Mar 15 16:00:19 +0800 2020,0.0,"""哈哈哈哈哈哈好可爱""",xlzy,0.9961151344457101,0.0,False
10528,不知道起什么名字啊233,Sun Mar 15 16:00:15 +0800 2020,0.0,"""蔡徐坤！冲鸭！""",xlzy,0.609939366440313,0.0,False
10529,咳咳唷嗯KUN,Sun Mar 15 16:00:04 +0800 2020,0.0,"""蔡徐坤冲呀！""",xlzy,0.8020859269935734,0.0,True
10530,半糖布蕾甜葵,Sun Mar 15 16:00:01 +0800 2020,0.0,"""来了来了""",xlzy,0.8333333333333333,0.0,True
10531,暴暴雷可可,Sun Mar 15 15:59:56 +0800 2020,0.0,"""""",xlzy,0.5,0.0,False
10532,飚红小龙虾,Sun Mar 15 15:59:52 +0800 2020,0.0,"""好可爱哈哈哈哈哈哈""",xlzy,0.9961151344457101,0.0,False
10533,123成人礼kun,Sun Mar 15 15:59:44 +0800 2020,0.0,"""哈哈哈，帮你补补课，自己的热搜自己顶#蔡徐坤点评# #蔡徐坤 打篮球只是我的爱好# #蔡徐坤耳朵红了#""",xlzy,0.6288701230039863,0.0,False
10534,芒果冰_12,Sun Mar 15 15:59:43 +0800 2020,0.0,"""我来了""",xlzy,0.5262327818078083,0.0,False
10535,是小高同学呀呀呀呀,Sun Mar 15 15:59:41 +0800 2020,0.0,"""他好可爱，哈哈哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9998895523706037,0.0,False
10536,z佛系ikun,Sun Mar 15 16:05:21 +0800 2020,0.0,"""哈哈  可爱""",xlzy,0.8088888888888889,0.0,False
10537,小鱼与小葵,Sun Mar 15 16:07:15 +0800 2020,0.0,"""好可爱""",xlzy,0.8789676580241895,0.0,True
10538,西瓜味奶葵,Sun Mar 15 16:22:37 +0800 2020,0.0,"""哈哈哈哈哈哈蔡徐坤太可爱了吧我天""",xlzy,0.9937304485187723,0.0,True
10539,呱呱的珍珠奶茶,Sun Mar 15 16:08:50 +0800 2020,0.0,"""蔡PD超棒！！！""",xlzy,0.9704472370193903,0.0,False
10540,紫咪喳,Sun Mar 15 16:05:22 +0800 2020,0.0,"""冲呀@蔡徐坤 蔡徐坤""",xlzy,0.9879694612517956,0.0,False
10541,菜小困不困kk,Sun Mar 15 16:06:54 +0800 2020,0.0,"""好爱@蔡徐坤 """,xlzy,0.9893687561653919,0.0,True
10542,你的甜心·K,Sun Mar 15 16:06:59 +0800 2020,0.0,"""哈哈哈哈哈他真的好有梗好可爱哦""",xlzy,0.9895074946451965,0.0,False
10543,82号倩倩要像蔡徐坤一样优秀呀,Sun Mar 15 16:05:19 +0800 2020,0.0,"""蔡PD我来了""",xlzy,0.8182313426953005,0.0,True
10544,没有名字的wb用户,Sun Mar 15 16:08:18 +0800 2020,0.0,"""蔡徐坤你不要歪头！小心我把可爱的你吃掉！""",xlzy,0.6437641364233433,0.0,False
10545,迎接美好笑对人生,Sun Mar 15 16:09:56 +0800 2020,0.0,"""坤当制作人代表，大厂工友是为他感到高兴的。当顶流cue兄弟时他们也不会介意应该是乐意的！粉丝真不应该把自己太当回事，挑拨兄弟间的感情！""",xlzy,0.9766435223742718,0.0,False
10546,AAurora_C,Sun Mar 15 16:09:50 +0800 2020,0.0,"""坤哥的样子好可""",xlzy,0.8088924530620334,0.0,False
10547,正经葵妈,Sun Mar 15 16:09:48 +0800 2020,0.0,"""喜欢蔡pd！""",xlzy,0.904140936174405,0.0,False
10548,穿五号球衣,Sun Mar 15 16:09:43 +0800 2020,0.0,"""我来了""",xlzy,0.5262327818078083,0.0,False
10549,斐波那契数列0802,Sun Mar 15 16:09:25 +0800 2020,0.0,"""怎么可以这么可爱啊""",xlzy,0.8088888888888889,0.0,True
10550,白桃奶葵·盈·恋坤日记,Sun Mar 15 16:09:15 +0800 2020,0.0,"""他现在会截图了那也就是当时不会呗hhhhha""",xlzy,0.356636706977974,0.0,True
10551,小困你好呀,Sun Mar 15 16:09:13 +0800 2020,0.0,"""“我是5G的”""",xlzy,0.44767845850986676,0.0,True
10552,词声不幻,Sun Mar 15 16:09:04 +0800 2020,0.0,"""#蔡徐坤冲呀# 快快快捞上去hhhhhh""",xlzy,0.7802209784621271,0.0,False
10553,两手插兜只爱奎葵·,Sun Mar 15 16:08:52 +0800 2020,0.0,"""蔡徐坤冲呀！""",xlzy,0.8020859269935734,0.0,True
10554,vv菜包vv,Sun Mar 15 16:08:41 +0800 2020,0.0,"""哈哈""",xlzy,0.5262327818078083,0.0,False
10555,欢欢喜欢吃菜包,Sun Mar 15 16:07:19 +0800 2020,0.0,"""大厂工友一出手，热搜必须搞到手 哈哈哈哈还挺押韵""",xlzy,0.9639167900035,0.0,False
10556,菜菜的舞台很酷,Sun Mar 15 16:08:40 +0800 2020,0.0,"""转发微博""",xlzy,0.6438907129142762,0.0,True
10557,蔡小葵与赵小刀,Sun Mar 15 16:08:27 +0800 2020,0.0,"""大厂工友一出手 热搜必须搞到手  菜菜你真的变了 怎么回事""",xlzy,0.1079998960173153,0.0,True
10558,小坤猪一枚,Sun Mar 15 16:08:18 +0800 2020,0.0,"""哈哈哈哈哈哈好有梗，坤坤太可爱了""",xlzy,0.9888001429194947,0.0,True
10559,甜葵酱-,Sun Mar 15 16:07:07 +0800 2020,0.0,"""有在认真搞笑噢""",xlzy,0.8047104806825315,0.0,True
10560,美丽VK-此世预定蔡徐坤,Sun Mar 15 16:08:15 +0800 2020,0.0,"""#蔡徐坤冲呀# ～哪有土～很可爱嘛～""",xlzy,0.8595916178544046,0.0,True
10561,哥哥的花衬衫·,Sun Mar 15 16:08:13 +0800 2020,0.0,"""哈哈哈哈哈哈好有梗哦好可爱哦""",xlzy,0.9974816520359051,0.0,False
10562,苏苏是suki,Sun Mar 15 16:08:11 +0800 2020,0.0,"""笑死我了，小编@蔡徐坤""",xlzy,0.9590612011519501,0.0,False
10563,zhuzhu葵,Sun Mar 15 16:08:09 +0800 2020,0.0,"""好爱蔡代表冲呀""",xlzy,0.9672493819074723,0.0,False
10564,小蔡一点也不菜_,Sun Mar 15 16:07:51 +0800 2020,0.0,"""不官方的蔡徐坤""",xlzy,0.6414916264910056,0.0,True
10565,MissScorpio_,Sun Mar 15 16:07:50 +0800 2020,0.0,"""5G网速还有待提升""",xlzy,0.5796807594614055,0.0,False
10566,了了每天爱学习,Sun Mar 15 16:07:45 +0800 2020,0.0,"""安利视频""",xlzy,0.8077957177311921,0.0,False
10567,栗瑾兮,Sun Mar 15 16:07:36 +0800 2020,0.0,"""凌厉却又温度的pd谁不喜欢呢。""",xlzy,0.36285876728639854,0.0,False
10568,1992725790HTG,Sun Mar 15 16:07:35 +0800 2020,0.0,"""严格又温柔的蔡pd！冲呀！""",xlzy,0.9503854401249368,0.0,False
10569,思凡王,Sun Mar 15 16:07:21 +0800 2020,0.0,"""可爱""",xlzy,0.8088888888888889,0.0,False
10570,你见过我的小葵吗,Sun Mar 15 15:59:37 +0800 2020,0.0,"""我来看啦""",xlzy,0.5875212430201505,0.0,True
10571,小琳追蔡小葵,Sun Mar 15 16:02:24 +0800 2020,0.0,"""哈哈哈哈""",xlzy,0.8684210526315791,0.0,True
10572,YouAndTheFarAway,Sun Mar 15 16:02:28 +0800 2020,0.0,"""蔡代表我来啦""",xlzy,0.8654233973777261,0.0,False
10573,想你吖KUN,Sun Mar 15 16:20:22 +0800 2020,0.0,"""现在会截图了！！！那就是以前不会呗@蔡徐坤""",xlzy,0.7245030451162766,0.0,True
10574,葵给你笑笑啦,Sun Mar 15 16:20:03 +0800 2020,0.0,"""他只有三岁，我哭""",xlzy,0.647138272415169,0.0,False
10575,你的夏初Yuri,Sun Mar 15 16:19:47 +0800 2020,0.0,"""冲压！""",xlzy,0.391383654489703,0.0,False
10576,遇见-0802,Sun Mar 15 16:19:39 +0800 2020,0.0,"""哈哈哈哈哈哈""",xlzy,0.9751349273004098,0.0,True
10577,坚强的tina6666,Sun Mar 15 16:19:38 +0800 2020,0.0,"""//@蔡徐坤全球粉丝后援会: #蔡徐坤自认严格不苟言笑# #蔡徐坤点评# 看完节目的我们表示蔡PD明明很温柔很爱笑@蔡徐坤""",xlzy,0.9954290630735162,0.0,False
10578,Agnes唯爱蔡徐坤,Sun Mar 15 16:19:38 +0800 2020,0.0,"""蔡徐坤好棒""",xlzy,0.9659503581716621,0.0,True
10579,葵给你笑笑啦,Sun Mar 15 16:19:34 +0800 2020,0.0,"""好可爱的菜菜""",xlzy,0.877965752951749,0.0,False
10580,蔡徐坤你不用担心我头发,Sun Mar 15 16:19:33 +0800 2020,0.0,"""哈！严格又温柔的蔡PD好有梗啊！""",xlzy,0.9673096729326593,0.0,True
10581,Melody-TQ,Sun Mar 15 16:19:30 +0800 2020,0.0,"""先马克""",xlzy,0.8738567792261545,0.0,False
